Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
AMRB,American River Bankshares,14.23,84002934.44,,,Finance,Major Banks,https://old.nasdaq.com/symbol/amrb,
AMSWA,"American Software, Inc.",15.79,495278519.26,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/amswa,
AMSC,American Superconductor Corporation,8.31,179218529.1,,1991.0,Consumer Durables,Metal Fabrications,https://old.nasdaq.com/symbol/amsc,
AMWD,American Woodmark Corporation,95.61,1617728848.8,,1986.0,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/amwd,
CRMT,"America&#39;s Car-Mart, Inc.",87.12,580099584.24,,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/crmt,
ABCB,Ameris Bancorp,39.89,2773148372.21,,1994.0,Finance,Major Banks,https://old.nasdaq.com/symbol/abcb,
AMSF,"AMERISAFE, Inc.",63.92,1233544843.12,,2005.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/amsf,
ASRV,AmeriServ Financial Inc.,4.15,72145073.25,,,Finance,Major Banks,https://old.nasdaq.com/symbol/asrv,
ASRVP,AmeriServ Financial Inc.,29.3,615300.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/asrvp,
ATLO,Ames National Corporation,27.92,257760846.24,,,Finance,Major Banks,https://old.nasdaq.com/symbol/atlo,
AMGN,Amgen Inc.,200.8,120420005377.6,,1983.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/amgn,
FOLD,"Amicus Therapeutics, Inc.",7.855,2000087724.865,,2007.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/fold,
AMKR,"Amkor Technology, Inc.",9.76,2339511362.08,,1998.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amkr,
AMPH,"Amphastar Pharmaceuticals, Inc.",19.77,933667825.92,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/amph,
IBUY,Amplify Online Retail ETF,47.66,235917000.0,,,,,https://old.nasdaq.com/symbol/ibuy,
ASYS,"Amtech Systems, Inc.",5.63,80323812.41,,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asys,
AMRS,"Amyris, Inc.",3.65,377410755.55,,2010.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/amrs,
ADI,"Analog Devices, Inc.",111.22,41085350445.92,,,Technology,Semiconductors,https://old.nasdaq.com/symbol/adi,
ANAB,"AnaptysBio, Inc.",35.05,948018239.8,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anab,
AVXL,Anavex Life Sciences Corp.,2.77,145841943.17,,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/avxl,
ANCN,Anchiano Therapeutics Ltd.,2.2355,16445668.1225,7356595.0,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ancn,
ANDA,Andina Acquisition Corp. III,9.98,138672100.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/anda,
ANDAR,Andina Acquisition Corp. III,0.3,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andar,
ANDAU,Andina Acquisition Corp. III,10.5,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andau,
ANDAW,Andina Acquisition Corp. III,0.22,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/andaw,
ANGI,ANGI Homeservices Inc.,6.92,3511501587.92,,,Consumer Services,Advertising,https://old.nasdaq.com/symbol/angi,
ANGO,"AngioDynamics, Inc.",14.52,543723296.16,,2004.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ango,
ANIP,"ANI Pharmaceuticals, Inc.",71.56,865670909.04,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/anip,
ANIK,Anika Therapeutics Inc.,57.11,787143018.08,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/anik,
ANIX,"Anixa Biosciences, Inc.",3.75,75777228.75,,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/anix,
ANSS,"ANSYS, Inc.",224.16,18852027930.72,,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/anss,
ATRS,"Antares Pharma, Inc.",3.29,536472785.73,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrs,
ATEX,Anterix Inc.,41.0,700109276.0,,2015.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atex,
APLS,"Apellis Pharmaceuticals, Inc.",25.56,1628057414.52,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apls,
APEX,Apex Global Brands Inc.,1.15,6349932.0,,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/apex,
APXTU,Apex Technology Acquisition Corporation,10.2,0.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/apxtu,
APOG,"Apogee Enterprises, Inc.",36.68,972711124.56,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/apog,
APEN,"Apollo Endosurgery, Inc.",2.75,60316047.0,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apen,
AINV,Apollo Investment Corporation,15.58,1056189123.94,,2004.0,,,https://old.nasdaq.com/symbol/ainv,
AMEH,"Apollo Medical Holdings, Inc.",15.35,781540629.65,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/ameh,
APPF,"AppFolio, Inc.",95.28,3243665061.12,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appf,
APPN,Appian Corporation,50.49,3276003964.86,,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/appn,
AAPL,Apple Inc.,236.21,1067475507800.0,,1980.0,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/aapl,
APDN,Applied DNA Sciences Inc,0.204,9795251.352,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdn,
APDNW,Applied DNA Sciences Inc,0.0071,0.0,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/apdnw,
AGTC,Applied Genetic Technologies Corporation,3.06,55748310.12,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/agtc,
AMAT,"Applied Materials, Inc.",51.75,47804256873.0,,1972.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/amat,
AAOI,"Applied Optoelectronics, Inc.",10.395,208200716.955,,2013.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/aaoi,
APLT,"Applied Therapeutics, Inc.",10.6,180753341.2,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aplt,
AREX,Approach Resources Inc.,0.12300000000000001,11520723.783,,2007.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/arex,
APRE,"Aprea Therapeutics, Inc.",19.02,365371632.3,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apre,
APVO,Aptevo Therapeutics Inc.,0.5670000000000001,25571032.641,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apvo,
APTX,Aptinyx Inc.,3.09,104021976.3,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aptx,
APM,Aptorum Group Limited,15.98,463981153.68,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/apm,
APTO,"Aptose Biosciences, Inc.",2.0,110893128.0,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/apto,
APYX,Apyx Medical Corporation,6.94,235415043.44,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/apyx,
AQMS,"Aqua Metals, Inc.",1.81,103103670.74,,2015.0,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/aqms,
AQB,"AquaBounty Technologies, Inc.",2.36,50988559.92,,,,,https://old.nasdaq.com/symbol/aqb,
AQST,"Aquestive Therapeutics, Inc.",3.23,80887601.23,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aqst,
ARAV,"Aravive, Inc.",6.79,76624905.56,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arav,
ABUS,Arbutus Biopharma Corporation,0.93,52870659.96,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/abus,
ABIO,"ARCA biopharma, Inc.",5.14,7481557.84,,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/abio,
RKDA,"Arcadia Biosciences, Inc.",4.35,31743346.35,,2015.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/rkda,
ARCB,ArcBest Corporation,28.81,735239958.24,,,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/arcb,
ACGL,Arch Capital Group Ltd.,41.49,16802943946.47,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acgl,
ACGLO,Arch Capital Group Ltd.,26.09,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglo,
ACGLP,Arch Capital Group Ltd.,25.66,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/acglp,
FUV,"Arcimoto, Inc.",2.21,40646198.45,,2017.0,Consumer Non-Durables,Motor Vehicles,https://old.nasdaq.com/symbol/fuv,
ARCE,Arco Platform Limited,47.88,2458736920.08,,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/arce,
ARCT,Arcturus Therapeutics Holdings Inc.,10.74,162445646.82,,2013.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arct,
ARDX,"Ardelyx, Inc.",4.65,292024040.85,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ardx,
ARNA,"Arena Pharmaceuticals, Inc.",47.16,2349754639.92,,2000.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arna,
ARCC,Ares Capital Corporation,18.365,7836730044.735,,2004.0,,,https://old.nasdaq.com/symbol/arcc,
ARGX,argenx SE,111.97,2396053308.05,21399065.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/argx,
ARDS,Aridis Pharmaceuticals Inc.,5.7,50799693.9,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ards,
ARKR,Ark Restaurants Corp.,20.765,72654803.855,,,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/arkr,
ARTX,Arotech Corporation,2.97,79195762.8,,1994.0,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artx,
ARQL,"ArQule, Inc.",8.58,1031834103.3,,1996.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arql,
DWCR,Arrow DWA Country Rotation ETF,26.32,14476000.0,,,,,https://old.nasdaq.com/symbol/dwcr,
DWAT,Arrow DWA Tactical ETF,11.25,4500000.0,,,,,https://old.nasdaq.com/symbol/dwat,
AROW,Arrow Financial Corporation,32.79,490369465.92,,,Finance,Major Banks,https://old.nasdaq.com/symbol/arow,
ARWR,"Arrowhead Pharmaceuticals, Inc.",32.55,3102047289.6,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arwr,
ARTL,"Artelo Biosciences, Inc.",1.98,6735934.26,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artl,
ARTLW,"Artelo Biosciences, Inc.",0.52,0.0,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/artlw,
ARTNA,Artesian Resources Corporation,36.73,340839230.51,,,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/artna,
ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.0,8583424.0,,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/artw,
ARVN,"Arvinas, Inc.",17.59,593088063.37,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/arvn,
ARYA,ARYA Sciences Acquisition Corp.,10.27,184539062.5,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/arya,
ARYAU,ARYA Sciences Acquisition Corp.,10.97,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/aryau,
ARYAW,ARYA Sciences Acquisition Corp.,1.55,0.0,,2018.0,Finance,Business Services,https://old.nasdaq.com/symbol/aryaw,
ASNA,"Ascena Retail Group, Inc.",0.38,75162812.5,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/asna,
ASND,Ascendis Pharma A/S,95.09,4343692752.54,45679806.0,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asnd,
APWC,Asia Pacific Wire & Cable Corporation Limited,1.44,19900323.36,,,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/apwc,
ASLN,ASLAN Pharmaceuticals Limited,1.66,8734893.44,5261984.0,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asln,
ASML,ASML Holding N.V.,260.0,18885328020.0,72635877.0,1995.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/asml,
ASPU,Aspen Group Inc.,5.25,99299770.5,,,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/aspu,
AZPN,"Aspen Technology, Inc.",121.55,8310084697.2,,1994.0,Technology,EDP Services,https://old.nasdaq.com/symbol/azpn,
ASMB,"Assembly Biosciences, Inc.",8.71,223949612.51,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asmb,
ASRT,"Assertio Therapeutics, Inc.",1.24,99976547.52,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/asrt,
ASFI,"Asta Funding, Inc.",6.62,43485555.3,,1995.0,Finance,Finance Companies,https://old.nasdaq.com/symbol/asfi,
ASTE,"Astec Industries, Inc.",30.33,683478633.87,,1986.0,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/aste,
ATRO,Astronics Corporation,29.56,965883582.48,,,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/atro,
ALOT,"AstroNova, Inc.",16.2,114205707.0,,1983.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/alot,
ASTC,Astrotech Corporation,1.85,10958713.65,,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/astc,
ASUR,Asure Software Inc,8.79,136697333.4,,,Technology,EDP Services,https://old.nasdaq.com/symbol/asur,
ATAI,ATA Creativity Global,1.56,18153144.36,11636631.0,2008.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atai,
ATRA,"Atara Biotherapeutics, Inc.",13.35,717668792.7,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/atra,
ATNX,"Athenex, Inc.",10.93,844815605.05,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atnx,
ATHX,"Athersys, Inc.",1.37,209168518.87,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/athx,
ATIF,ATIF Holdings Limited,2.77,108030000.0,,2019.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/atif,
AAME,Atlantic American Corporation,2.55,51410190.45,,,Finance,Life Insurance,https://old.nasdaq.com/symbol/aame,
ACBI,"Atlantic Capital Bancshares, Inc.",17.04,389861363.52,,,Finance,Major Banks,https://old.nasdaq.com/symbol/acbi,
AUB,Atlantic Union Bankshares Corporation,36.95,3033503659.6,,,Finance,Major Banks,https://old.nasdaq.com/symbol/aub,
AY,Atlantica Yield plc,24.21,2459776333.86,,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ay,
ATLC,Atlanticus Holdings Corporation,8.11,130546848.42,,1995.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/atlc,
AAWW,Atlas Air Worldwide Holdings,21.8,563620252.0,,,Transportation,Transportation Services,https://old.nasdaq.com/symbol/aaww,
AFH,"Atlas Financial Holdings, Inc.",0.4299,5131703.403,,2013.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afh,
AFHBL,"Atlas Financial Holdings, Inc.",7.0,0.0,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/afhbl,
TEAM,Atlassian Corporation Plc,127.48,30849666015.0,,2015.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/team,
ATNI,"ATN International, Inc.",56.67,906992582.7,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/atni,
ATOM,Atomera Incorporated,3.53,60271117.63,,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/atom,
ATOS,Atossa Genetics Inc.,1.69,15428961.47,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atos,
BCEL,"Atreca, Inc.",10.34,288979931.46,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bcel,
ATRC,"AtriCure, Inc.",26.02,1027589515.9,,2005.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atrc,
ATRI,Atrion Corporation,779.63,1446080333.27,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/atri,
ATIS,Attis Industries Inc.,0.7245,3124798.2045,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/atis,
ATISW,Attis Industries Inc.,0.1127,0.0,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/atisw,
LIFE,"aTyr Pharma, Inc.",3.12,12137377.2,,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/life,
AUBN,"Auburn National Bancorporation, Inc.",43.6,155616771.2,,,Finance,Major Banks,https://old.nasdaq.com/symbol/aubn,
BOLD,"Audentes Therapeutics, Inc.",28.73,1305551044.59,,2016.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bold,
AUDC,AudioCodes Ltd.,17.95,523699417.25,,1999.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/audc,
AEYE,"AudioEye, Inc.",3.57,27361975.83,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/aeye,
AUPH,Aurinia Pharmaceuticals Inc,4.105,387039957.84,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/auph,
EARS,Auris Medical Holding Ltd.,2.19,7232768.46,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ears,
JG,Aurora Mobile Limited,3.67,134853771.99,36744897.0,2018.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/jg,
ADSK,"Autodesk, Inc.",150.32,33008409234.56,,,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/adsk,
AUTL,Autolus Therapeutics plc,12.44,327288525.48,26309367.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/autl,
ADP,"Automatic Data Processing, Inc.",162.52,70484776269.32,,,Technology,EDP Services,https://old.nasdaq.com/symbol/adp,
AUTO,"AutoWeb, Inc.",2.61,34313228.91,,,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/auto,
AVDL,Avadel Pharmaceuticals plc,3.43,146009148.95,42568265.0,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdl,
AVCO,Avalon GloboCare Corp.,1.61,121805578.79,,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/avco,
AVDR,"Avedro, Inc",22.53,386053442.52,,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/avdr,
ATXI,"Avenue Therapeutics, Inc.",5.57,92239879.54,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/atxi,
AVEO,"AVEO Pharmaceuticals, Inc.",0.8290000000000001,133257172.26200001,,2010.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/aveo,
AVNW,"Aviat Networks, Inc.",13.95,74342423.7,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/avnw,
CDMO,"Avid Bioservices, Inc.",5.31,298622048.94,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmo,
CDMOP,"Avid Bioservices, Inc.",26.25,18375000.0,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cdmop,
AVID,"Avid Technology, Inc.",6.31,271051798.41,,1993.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/avid,
AVGR,"Avinger, Inc.",0.8099,8292180.5876,,2015.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/avgr,
CAR,"Avis Budget Group, Inc.",28.28,2148754557.6,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car,
RCEL,Avita Medical Limited,7.75,201243606.75,25966917.0,,Capital Goods,Miscellaneous,https://old.nasdaq.com/symbol/rcel,
AVT,"Avnet, Inc.",40.34,4111844501.4,,,Technology,Electronic Components,https://old.nasdaq.com/symbol/avt,
AVRO,"AVROBIO, Inc.",14.34,454050746.88,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/avro,
AWRE,"Aware, Inc.",2.93,63208151.64,,1996.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/awre,
ACLS,"Axcelis Technologies, Inc.",17.99,581653831.36,,2000.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/acls,
AXLA,Axcella Health Inc.,5.65,130414311.35,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/axla,
